user,Avg. touch,wAvg,wDown,wTime,wPressure,wRadius,Avg. dist
avni,27.68158,0.20187,0.16893,0.20039,0.22524,0.20357,16.55322,X=6.59101 Y=-6.84385,X=6.43553 Y=9.94378,X=18.08533 Y=6.01389,X=20.93487 Y=8.61309,X=26.74996 Y=-0.39273,X=24.96220 Y=-2.20397,X=14.95460 Y=-20.95585,X=12.95945 Y=6.29166,X=7.64275 Y=3.26425,X=13.03670 Y=18.69184,X=9.51600 Y=10.19545,X=20.98948 Y=7.62688,X=3.81097 Y=2.82211,X=13.51230 Y=-7.78814,X=10.69567 Y=9.08705,X=22.22667 Y=-1.44145,X=9.00758 Y=11.27126,X=9.48480 Y=-2.11621,X=18.11967 Y=-2.44084,X=13.73018 Y=6.44682,X=4.17640 Y=9.25554,X=6.28547 Y=16.21285
chaya,23.90184,0.20672,0.14105,0.22214,0.21487,0.21522,13.56022,X=1.76913 Y=19.97916,X=20.00120 Y=-19.16577,X=-6.32166 Y=-5.00342,X=11.15762 Y=-3.67663,X=-0.48724 Y=-13.92555,X=1.10626 Y=0.87218,X=15.55753 Y=-46.76161,X=17.60960 Y=-4.65400,X=6.85405 Y=2.10046,X=22.58973 Y=4.65098,X=-11.48566 Y=2.53031,X=17.36725 Y=5.39690,X=6.31942 Y=3.25897,X=-7.14853 Y=9.42349,X=-8.37353 Y=0.79596,X=5.55871 Y=16.95940,X=9.77363 Y=0.60290,X=11.16844 Y=1.98418,X=10.54716 Y=-13.22001,X=9.46783 Y=6.24508,X=1.97868 Y=10.46627,X=-6.52670 Y=0.12277,X=-4.40045 Y=-4.31804,X=8.30112 Y=3.74993,X=3.23546 Y=-12.96272,X=-3.00073 Y=10.21931,X=1.68628 Y=-3.89120,X=-8.04603 Y=11.22040
ido,18.97448,0.20045,0.15992,0.21361,0.21996,0.20606,9.45066,X=-2.49975 Y=-4.66446,X=12.97629 Y=-11.61886,X=1.95941 Y=15.36861,X=7.08518 Y=7.63677,X=1.31195 Y=-9.76693,X=6.52112 Y=0.58159,X=-6.79846 Y=-9.47352,X=10.99553 Y=3.29095,X=4.68274 Y=-3.56216,X=7.04152 Y=3.84681,X=-3.82047 Y=7.81381,X=0.95071 Y=4.16237,X=4.61968 Y=-7.90547,X=7.92246 Y=1.77239
levin,24.09997,0.20845,0.11432,0.23935,0.21538,0.22251,11.64572,X=-5.48890 Y=5.36474,X=-14.28238 Y=2.55938,X=-5.63823 Y=-7.25584,X=-14.87278 Y=-3.69510,X=4.11082 Y=0.64084,X=-8.64378 Y=3.26984,X=-3.31176 Y=3.17044,X=-20.59550 Y=3.65180,X=-0.97199 Y=5.44544,X=-1.80604 Y=10.08921,X=-1.50213 Y=9.69056,X=-2.78749 Y=11.88963,X=-7.51597 Y=9.68217,X=-19.17959 Y=6.56823,X=-4.36479 Y=16.60827,X=-6.32675 Y=11.61607
rachel,17.99520,0.20209,0.12217,0.20483,0.23849,0.23241,17.26130,X=13.83811 Y=-5.00106,X=5.13181 Y=10.20520,X=9.13375 Y=13.13572,X=19.70830 Y=-8.97808,X=3.77421 Y=4.20484,X=20.28350 Y=4.43552,X=5.77858 Y=12.97144,X=19.63197 Y=15.44549,X=19.54694 Y=-17.09196
rivka,22.88212,0.20205,0.14796,0.21541,0.22246,0.21212,17.28949,X=21.24762 Y=-12.75813,X=18.93976 Y=8.76203,X=-16.30321 Y=-8.38121,X=4.78623 Y=-0.04380,X=13.74840 Y=40.23756,X=0.41366 Y=1.39110,X=5.10948 Y=-13.09957,X=1.62293 Y=6.19474,X=17.64097 Y=-4.43010,X=8.27672 Y=0.77989,X=10.18864 Y=6.30701,X=6.98231 Y=11.11720,X=-0.16979 Y=-13.66029,X=7.45246 Y=21.27048,X=5.24772 Y=-5.66726,X=34.12092 Y=23.58333,X=12.17020 Y=7.33460,X=2.65541 Y=18.99522,X=27.85284 Y=8.52574,X=20.14827 Y=-23.30806,X=13.69206 Y=3.36264,X=-3.82725 Y=-5.62786,X=21.05917 Y=20.24223,X=5.77208 Y=-7.25530,X=4.05207 Y=23.88335,X=-0.17385 Y=2.52688,X=16.20832 Y=5.52435
ruti,29.76511,0.19530,0.18198,0.21396,0.20819,0.20057,28.06304,X=-6.60095 Y=40.36622,X=-31.71968 Y=31.10861,X=-15.81960 Y=16.12229,X=-19.97848 Y=23.17657,X=5.97942 Y=19.13255,X=1.62809 Y=10.22618,X=2.58722 Y=-4.57774,X=3.74289 Y=17.62827,X=-26.64661 Y=27.78788,X=12.22014 Y=36.88114,X=-4.05265 Y=27.72230,X=33.28689 Y=13.97679,X=-7.38116 Y=8.35459,X=-12.44970 Y=37.20797,X=10.95775 Y=36.36374
