user,wFirst,wPressure,wTime,wStructure
ido2,0.08437,0.40150,0.40150,0.11263,1,1,1,3,2,2
ido,0.29774,0.07454,0.31386,0.31386,1,1,1,1,1,1
klara,0.10357,0.19968,0.55824,0.13852,1,5,2,3,2,2,7,2,3,5,1,2,1
rachel,0.32309,0.20240,0.16707,0.30744,1,2,1
ruti,0.03053,0.46937,0.46937,0.03073,2
